Year,Outperformed?,Interest Rate (Federal Funds Effective Rate),CPI,UnemploymentRate,GDPGrowthRate,GICS Sector,GICS Sub-Industry,Founded,Gender,CEO Transition,Tenure Bucket,HQ_US_State_or_Country,Salary_Bucket
2023,0,4.33,3.2,3.5,2.5,Information Technology,Internet Services & Infrastructure,1995,M,0.0,<= 2 years,Virginia,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Biotechnology,1989,M,0.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Biotechnology,1989,M,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Health Care,Biotechnology,1989,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Biotechnology,1989,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Health Care,Biotechnology,1989,M,0.0,5 to 10 years,Massachusetts,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Biotechnology,1989,F,1.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Biotechnology,1989,F,0.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Biotechnology,1989,F,0.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2023,1,4.33,3.2,3.5,2.5,Health Care,Biotechnology,1989,F,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Utilities,Electric Utilities,2016,M,1.0,<= 2 years,Texas,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Utilities,Electric Utilities,2016,M,0.0,<= 2 years,Texas,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Utilities,Electric Utilities,2016,M,0.0,<= 2 years,Texas,"(5000000, 10000000]"
2019,0,2.4,1.8,3.7,2.5,Utilities,Electric Utilities,2016,M,0.0,2 to 5 years,Texas,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Utilities,Electric Utilities,2016,M,0.0,2 to 5 years,Texas,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Utilities,Electric Utilities,2016,M,0.0,2 to 5 years,Texas,"(5000000, 10000000]"
2022,1,0.08,8.0,3.6,1.9,Utilities,Electric Utilities,2016,M,1.0,<= 2 years,Texas,"(5000000, 10000000]"
2023,1,4.33,3.2,3.5,2.5,Utilities,Electric Utilities,2016,M,0.0,<= 2 years,Texas,"(5000000, 10000000]"
2015,0,0.11,0.1,5.3,2.9,Real Estate,Health Care REITs,1998,F,0.0,<= 2 years,Illinois,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Health Care REITs,1998,F,0.0,10+ years,Illinois,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Health Care,Pharmaceuticals,1961,M,0.0,10+ years,Pennsylvania,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Pharmaceuticals,1961,M,0.0,10+ years,Pennsylvania,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Pharmaceuticals,1961,M,0.0,10+ years,Pennsylvania,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Health Care,Pharmaceuticals,1961,M,0.0,10+ years,Pennsylvania,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Pharmaceuticals,1961,M,0.0,10+ years,Pennsylvania,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Pharmaceuticals,1961,M,1.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Pharmaceuticals,1961,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Pharmaceuticals,1961,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Pharmaceuticals,1961,M,1.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Communication Services,Integrated Telecommunication Services,1983,M,0.0,<= 2 years,New York,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Communication Services,Integrated Telecommunication Services,1983,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Communication Services,Integrated Telecommunication Services,1983,M,0.0,5 to 10 years,New York,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Communication Services,Integrated Telecommunication Services,1983,M,1.0,<= 2 years,New York,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Communication Services,Integrated Telecommunication Services,1983,M,0.0,<= 2 years,New York,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Communication Services,Integrated Telecommunication Services,1983,M,0.0,<= 2 years,New York,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Communication Services,Integrated Telecommunication Services,1983,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Communication Services,Integrated Telecommunication Services,1983,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Communication Services,Integrated Telecommunication Services,1983,M,0.0,2 to 5 years,New York,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,5 to 10 years,Pennsylvania,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,1.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Industrials,Construction Machinery & Heavy Transportation Equipment,2019,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Life Sciences Tools & Services,1958,M,1.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Life Sciences Tools & Services,1958,M,0.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2017,1,0.65,2.1,4.4,2.5,Health Care,Life Sciences Tools & Services,1958,M,0.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Life Sciences Tools & Services,1958,M,0.0,2 to 5 years,Massachusetts,"(5000000, 10000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Life Sciences Tools & Services,1958,M,0.0,2 to 5 years,Massachusetts,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Life Sciences Tools & Services,1958,M,1.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2021,1,0.09,4.7,5.4,5.8,Health Care,Life Sciences Tools & Services,1958,M,0.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Life Sciences Tools & Services,1958,M,0.0,<= 2 years,Massachusetts,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Life Sciences Tools & Services,1958,M,0.0,2 to 5 years,Massachusetts,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Staples,Drug Retail,2014,M,1.0,<= 2 years,Illinois,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Staples,Drug Retail,2014,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Consumer Staples,Drug Retail,2014,M,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Staples,Drug Retail,2014,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Staples,Drug Retail,2014,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Consumer Staples,Drug Retail,2014,M,0.0,2 to 5 years,Illinois,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Consumer Staples,Drug Retail,2014,F,1.0,<= 2 years,Illinois,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Staples,Drug Retail,2014,F,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Drug Retail,2014,F,0.0,<= 2 years,Illinois,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Communication Services,Broadcasting,2022,M,0.0,2 to 5 years,New York,"(25000000, 50000000]"
2016,0,0.34,1.3,4.9,1.8,Communication Services,Broadcasting,2022,M,0.0,5 to 10 years,New York,"(25000000, 50000000]"
2017,0,0.65,2.1,4.4,2.5,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2018,1,1.41,2.4,3.9,3.0,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2020,0,1.55,1.2,8.1,-2.2,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2021,0,0.09,4.7,5.4,5.8,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2022,0,0.08,8.0,3.6,1.9,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Communication Services,Broadcasting,2022,M,0.0,10+ years,New York,"(25000000, 50000000]"
2015,0,0.11,0.1,5.3,2.9,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,10+ years,California,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,2 to 5 years,California,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,2 to 5 years,California,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,2 to 5 years,California,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,5 to 10 years,California,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,1.0,<= 2 years,California,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,<= 2 years,California,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,<= 2 years,California,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,"Technology Hardware, Storage & Peripherals",1970,M,0.0,2 to 5 years,California,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Utilities,Electric Utilities,1896,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Utilities,Electric Utilities,1896,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2022,1,0.08,8.0,3.6,1.9,Utilities,Electric Utilities,1896,M,1.0,<= 2 years,Wisconsin,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Utilities,Electric Utilities,1896,M,0.0,<= 2 years,Wisconsin,"(5000000, 10000000]"
2015,0,0.11,0.1,5.3,2.9,Real Estate,Health Care REITs,1970,M,0.0,<= 2 years,Ohio,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Health Care REITs,1970,M,0.0,2 to 5 years,Ohio,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Real Estate,Health Care REITs,1970,M,0.0,2 to 5 years,Ohio,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Real Estate,Health Care REITs,1970,M,0.0,2 to 5 years,Ohio,"(15000000, 20000000]"
2019,0,2.4,1.8,3.7,2.5,Real Estate,Health Care REITs,1970,M,0.0,5 to 10 years,Ohio,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Health Care REITs,1970,M,1.0,<= 2 years,Ohio,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Real Estate,Health Care REITs,1970,M,0.0,<= 2 years,Ohio,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Health Care REITs,1970,M,0.0,<= 2 years,Ohio,"(15000000, 20000000]"
2023,1,4.33,3.2,3.5,2.5,Real Estate,Health Care REITs,1970,M,0.0,2 to 5 years,Ohio,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Diversified Banks,1852,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2016,0,0.34,1.3,4.9,1.8,Financials,Diversified Banks,1852,M,1.0,<= 2 years,California,"(25000000, 50000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Diversified Banks,1852,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Diversified Banks,1852,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2019,0,2.4,1.8,3.7,2.5,Financials,Diversified Banks,1852,M,1.0,<= 2 years,California,"(25000000, 50000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Diversified Banks,1852,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Diversified Banks,1852,M,0.0,<= 2 years,California,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Diversified Banks,1852,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Diversified Banks,1852,M,0.0,2 to 5 years,California,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Industrials,Environmental & Facilities Services,1968,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Environmental & Facilities Services,1968,M,1.0,<= 2 years,Texas,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Environmental & Facilities Services,1968,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Industrials,Environmental & Facilities Services,1968,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Environmental & Facilities Services,1968,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Industrials,Environmental & Facilities Services,1968,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Industrials,Environmental & Facilities Services,1968,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Industrials,Environmental & Facilities Services,1968,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Industrials,Environmental & Facilities Services,1968,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,5 to 10 years,Oklahoma,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,2 to 5 years,Oklahoma,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,5 to 10 years,Oklahoma,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,5 to 10 years,Oklahoma,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,5 to 10 years,Oklahoma,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,5 to 10 years,Oklahoma,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,10+ years,Oklahoma,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,10+ years,Oklahoma,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Energy,Oil & Gas Storage & Transportation,1908,M,0.0,10+ years,Oklahoma,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,10+ years,Arkansas,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,2 to 5 years,Arkansas,"(25000000, 50000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,2 to 5 years,Arkansas,"(25000000, 50000000]"
2018,1,1.41,2.4,3.9,3.0,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,2 to 5 years,Arkansas,"(25000000, 50000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,5 to 10 years,Arkansas,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,5 to 10 years,Arkansas,"(25000000, 50000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,5 to 10 years,Arkansas,"(25000000, 50000000]"
2022,1,0.08,8.0,3.6,1.9,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,5 to 10 years,Arkansas,"(25000000, 50000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Staples,Consumer Staples Merchandise Retail,1962,M,0.0,5 to 10 years,Arkansas,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Property & Casualty Insurance,1967,M,0.0,10+ years,Connecticut,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Health Care Supplies,1923,M,1.0,<= 2 years,Pennsylvania,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Health Care,Health Care Supplies,1923,M,0.0,<= 2 years,Pennsylvania,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Health Care Supplies,1923,M,0.0,<= 2 years,Pennsylvania,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Health Care Supplies,1923,M,0.0,2 to 5 years,Pennsylvania,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Health Care,Health Care Supplies,1923,M,0.0,2 to 5 years,Pennsylvania,"(5000000, 10000000]"
2020,1,1.55,1.2,8.1,-2.2,Health Care,Health Care Supplies,1923,M,0.0,2 to 5 years,Pennsylvania,"(5000000, 10000000]"
2021,1,0.09,4.7,5.4,5.8,Health Care,Health Care Supplies,1923,M,0.0,5 to 10 years,Pennsylvania,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Health Care,Health Care Supplies,1923,M,0.0,5 to 10 years,Pennsylvania,"(5000000, 10000000]"
2023,1,4.33,3.2,3.5,2.5,Health Care,Health Care Supplies,1923,M,0.0,5 to 10 years,Pennsylvania,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Financials,Insurance Brokers,2016,M,0.0,5 to 10 years,United Kingdom,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Financials,Insurance Brokers,2016,M,0.0,10+ years,United Kingdom,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Insurance Brokers,2016,M,0.0,10+ years,United Kingdom,"(10000000, 15000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Insurance Brokers,2016,M,0.0,10+ years,United Kingdom,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Insurance Brokers,2016,M,0.0,10+ years,United Kingdom,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Insurance Brokers,2016,M,0.0,10+ years,United Kingdom,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Insurance Brokers,2016,M,1.0,<= 2 years,United Kingdom,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Insurance Brokers,2016,M,0.0,<= 2 years,United Kingdom,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Insurance Brokers,2016,M,0.0,<= 2 years,United Kingdom,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Real Estate,Timber REITs,1900,M,1.0,<= 2 years,Washington,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Timber REITs,1900,M,0.0,<= 2 years,Washington,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Real Estate,Timber REITs,1900,M,0.0,<= 2 years,Washington,"(10000000, 15000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Timber REITs,1900,M,0.0,2 to 5 years,Washington,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Consumer Discretionary,Casinos & Gaming,2002,M,0.0,2 to 5 years,Nevada,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Discretionary,Casinos & Gaming,2002,M,0.0,10+ years,Nevada,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,Casinos & Gaming,2002,M,0.0,10+ years,Nevada,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,Casinos & Gaming,2002,M,1.0,<= 2 years,Nevada,"(15000000, 20000000]"
